y_true,score
0,0.002863261
0,0.0012133805
0,0.0047284523
0,0.00080178713
0,0.0010961947
0,0.002551847
0,0.0014518552
0,0.0033514793
0,0.00046619904
0,0.009309226
0,0.0017051988
0,0.0031376877
0,0.009771332
0,0.0009554347
0,0.0036020812
0,0.0009041068
0,0.0016677283
0,0.0017995602
0,0.020397928
0,0.0009895666
0,0.0052286605
0,0.0014787848
0,0.0010732082
0,0.04504679
0,0.0009658456
0,0.0032677134
0,0.004504803
0,0.0030616191
0,0.0011888247
0,0.0027360804
0,0.0018351532
0,0.0037382606
0,0.0008423252
0,0.0010647603
0,0.004581317
0,0.0004891843
0,0.0008902488
0,0.00438185
0,0.002200712
0,0.0010775165
0,0.0011733024
0,0.005353595
0,0.0005912416
0,0.0016705124
0,0.0030505327
0,0.0012473079
0,0.0010241088
0,0.0017076373
0,0.0047404594
0,0.0011369648
0,0.00069646724
0,0.023241194
0,0.028388087
0,0.0025851228
0,0.01626898
0,0.0015135962
0,0.0014530593
0,0.0025467325
0,0.0014571928
0,0.004814516
0,0.0016731548
0,0.0025461728
0,0.0008272727
0,0.0016309588
0,0.0025745437
0,0.00742002
0,0.0024691583
0,0.10961668
0,0.0031410332
0,0.005818404
0,0.002832772
0,0.0014260577
0,0.019846318
0,0.00087111164
0,0.003831175
0,0.004231696
0,0.002962395
0,0.004623622
0,0.0054318975
0,0.00070718833
0,0.0018997832
0,0.00082432776
0,0.005561796
0,0.000710965
0,0.0021332735
0,0.0023309784
0,0.018438388
0,0.0030297241
0,0.002785271
0,0.0020734495
0,0.0014021076
0,0.000706377
0,0.0009155929
0,0.0014096978
0,0.0035858967
0,0.0012767755
0,0.0033882437
0,0.00047051974
0,0.000917071
0,0.002305045
0,0.00042749592
0,0.0068027424
0,0.0012874808
0,0.0013819205
0,0.0019285897
0,0.0037735398
0,0.00071464444
0,0.005551728
0,0.0019880335
0,0.025975738
0,0.007641739
0,0.0028013398
0,0.0015666218
0,0.0046193753
0,0.0009677643
0,0.0007398581
0,0.0055243373
0,0.0010496901
0,0.00079593883
0,0.014682752
0,0.0022204798
0,0.0027612585
0,0.02011337
0,0.0026378164
0,0.0009330022
0,0.0028722247
0,0.0018623282
0,0.004488035
0,0.00041693464
0,0.009665468
0,0.001586474
0,0.002987914
